payment_id,amount,failure_reason,action_taken,execution_status,recovered,recovered_amount
E00077,816.39,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,816.39
E00078,995.34,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00079,5008.15,EXPIRED_CARD,PAYMENT_LINK,TIMEOUT,False,0.0
E00080,1044.03,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00081,2511.11,MANDATE_AUTH_FAILED,PAYMENT_LINK,FAILED,False,0.0
E00082,573.34,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,573.34
E00083,2472.86,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00084,1606.65,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00085,438.75,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,438.75
E00086,513.93,BANK_TIMEOUT,ESCALATE,FAILED,False,0.0
E00087,3144.16,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00088,306.63,MANDATE_AUTH_FAILED,PAYMENT_LINK,FAILED,False,0.0
E00089,3749.84,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00090,477.73,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,477.73
E00091,1399.31,INSUFFICIENT_FUNDS,ESCALATE,TIMEOUT,False,0.0
E00092,1247.95,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1247.95
E00093,4615.46,EXPIRED_CARD,ESCALATE,FAILED,False,0.0
E00094,1095.39,EXPIRED_CARD,ESCALATE,FAILED,False,0.0
E00095,6285.65,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00096,438.64,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,438.64
E00097,784.11,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,784.11
E00098,649.18,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00099,430.82,UNKNOWN,REMINDER,FAILED,False,0.0
E00100,607.93,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00101,1554.58,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,1554.58
E00102,677.28,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00103,1233.42,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00104,3271.15,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,3271.15
E00105,894.07,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,894.07
E00106,871.36,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00107,3563.99,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,3563.99
E00108,2807.95,UNKNOWN,REMINDER,FAILED,False,0.0
E00109,1132.71,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,1132.71
E00110,638.88,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00111,591.6,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,591.6
E00112,2865.17,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00113,1004.99,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,1004.99
E00114,1228.54,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1228.54
E00115,883.1,NETWORK_ERROR,RETRY_NOW,TIMEOUT,False,0.0
E00116,385.6,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00117,1054.79,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00118,1350.16,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00119,1052.94,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1052.94
E00120,1730.55,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,1730.55
E00121,2025.51,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,2025.51
E00122,779.59,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,779.59
E00123,311.32,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00124,1239.93,BANK_TIMEOUT,ESCALATE,FAILED,False,0.0
E00125,2005.04,UNKNOWN,REMINDER,FAILED,False,0.0
E00126,1917.31,CHECKOUT_ABANDONED,ESCALATE,FAILED,False,0.0
E00127,438.18,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00128,3895.43,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,3895.43
E00129,1538.86,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,1538.86
E00130,3085.99,BANK_TIMEOUT,RETRY_LATER,TIMEOUT,False,0.0
E00131,1211.94,UNKNOWN,REMINDER,FAILED,False,0.0
E00132,873.3,INSUFFICIENT_FUNDS,ESCALATE,FAILED,False,0.0
E00133,2006.15,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,2006.15
E00134,3414.45,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00135,1697.51,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,1697.51
E00136,1180.5,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,1180.5
E00137,135.98,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00138,1370.35,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00139,839.58,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00140,455.39,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,455.39
E00141,629.21,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,629.21
E00142,259.99,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,259.99
E00143,3159.41,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00144,3335.07,UNKNOWN,REMINDER,FAILED,False,0.0
E00145,326.45,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00146,783.65,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,783.65
E00147,538.07,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00148,2600.34,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,2600.34
E00149,3608.38,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,3608.38
E00150,2600.5,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,2600.5
E00151,628.28,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00152,2241.03,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,2241.03
E00153,274.34,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,274.34
E00154,3213.86,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00155,1476.81,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,1476.81
E00156,1688.56,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,1688.56
E00157,1517.73,MANDATE_AUTH_FAILED,PAYMENT_LINK,FAILED,False,0.0
E00158,1550.11,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,1550.11
E00159,702.1,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00160,1368.78,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,1368.78
E00161,2414.13,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00162,609.15,BANK_TIMEOUT,RETRY_LATER,TIMEOUT,False,0.0
E00163,1474.57,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,1474.57
E00164,656.68,CHECKOUT_ABANDONED,REMINDER,TIMEOUT,False,0.0
E00165,2630.99,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00166,3077.07,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,3077.07
E00167,654.4,MANDATE_AUTH_FAILED,PAYMENT_LINK,FAILED,False,0.0
E00168,1616.08,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,1616.08
E00169,839.88,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,839.88
E00170,329.8,EXPIRED_CARD,ESCALATE,SUCCESS,True,329.8
E00171,786.09,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,786.09
E00172,678.18,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00173,141.65,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,141.65
E00174,2451.07,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00175,1130.09,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1130.09
E00176,3612.65,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00177,3935.02,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,3935.02
E00178,488.12,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00179,2461.71,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,2461.71
E00180,1205.17,UNKNOWN,REMINDER,SUCCESS,True,1205.17
E00181,5431.29,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,5431.29
E00182,2842.8,MANDATE_AUTH_FAILED,ESCALATE,FAILED,False,0.0
E00183,2734.94,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,2734.94
E00184,1042.73,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1042.73
E00185,1444.08,BANK_TIMEOUT,ESCALATE,SUCCESS,True,1444.08
E00186,515.59,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,515.59
E00187,2970.85,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,2970.85
E00188,359.83,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00189,4004.12,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,4004.12
E00190,347.81,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,347.81
E00191,330.84,INSUFFICIENT_FUNDS,RETRY_LATER,TIMEOUT,False,0.0
E00192,2649.38,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,2649.38
E00193,686.79,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,686.79
E00194,726.55,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00195,1353.28,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1353.28
E00196,1366.17,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1366.17
E00197,108.31,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00198,290.21,UNKNOWN,REMINDER,FAILED,False,0.0
E00199,1418.74,UNKNOWN,REMINDER,FAILED,False,0.0
E00200,102.08,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00201,1839.26,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00202,4417.63,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,4417.63
E00203,683.66,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,683.66
E00204,1094.05,UNKNOWN,REMINDER,FAILED,False,0.0
E00205,2521.54,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,2521.54
E00206,1205.48,CHECKOUT_ABANDONED,ESCALATE,FAILED,False,0.0
E00207,941.91,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00208,744.25,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,744.25
E00209,1312.52,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,1312.52
E00210,533.53,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,533.53
E00211,1332.41,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00212,142.53,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00213,1351.56,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00214,709.52,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00215,641.97,CHECKOUT_ABANDONED,REMINDER,TIMEOUT,False,0.0
E00216,1496.03,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,1496.03
E00217,1233.94,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,1233.94
E00218,1374.37,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1374.37
E00219,1440.8,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1440.8
E00220,3036.03,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,3036.03
E00221,3223.02,EXPIRED_CARD,PAYMENT_LINK,TIMEOUT,False,0.0
E00222,685.95,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,685.95
E00223,547.48,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00224,1278.37,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,1278.37
E00225,1175.91,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00226,3876.55,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,3876.55
E00227,2487.59,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,2487.59
E00228,1751.61,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1751.61
E00229,984.5,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00230,1482.65,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1482.65
E00231,1484.1,UNKNOWN,REMINDER,FAILED,False,0.0
E00232,2674.15,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00233,895.26,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00234,527.05,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00235,3049.22,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00236,1541.42,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1541.42
E00237,3158.6,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,3158.6
E00238,6247.61,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,6247.61
E00239,1225.21,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00240,104.98,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00241,3268.85,MANDATE_AUTH_FAILED,PAYMENT_LINK,FAILED,False,0.0
E00242,1582.71,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,1582.71
E00243,239.86,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00244,3248.01,MANDATE_AUTH_FAILED,PAYMENT_LINK,FAILED,False,0.0
E00245,2415.72,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,2415.72
E00246,1582.37,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,1582.37
E00247,592.51,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,592.51
E00248,2310.6,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,2310.6
E00249,4371.03,INSUFFICIENT_FUNDS,ESCALATE,FAILED,False,0.0
E00250,587.5,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00251,1150.41,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00252,1357.48,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00253,2907.22,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,2907.22
E00254,1423.06,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1423.06
E00255,419.68,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,419.68
E00256,240.3,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,240.3
E00257,787.35,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,787.35
E00258,226.68,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00259,1471.72,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,1471.72
E00260,1632.03,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00261,4625.23,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,4625.23
E00262,2600.53,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,2600.53
E00263,1045.14,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00264,2137.73,CHECKOUT_ABANDONED,REMINDER,TIMEOUT,False,0.0
E00265,718.44,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00266,1117.35,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,1117.35
E00267,1233.9,UNKNOWN,ESCALATE,SUCCESS,True,1233.9
E00268,1121.76,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,1121.76
E00269,2555.96,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,2555.96
E00270,760.95,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00271,2435.69,MANDATE_AUTH_FAILED,ESCALATE,FAILED,False,0.0
E00272,164.39,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00273,2913.21,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,2913.21
E00274,609.34,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00275,2260.15,INSUFFICIENT_FUNDS,RETRY_LATER,TIMEOUT,False,0.0
E00276,533.94,BANK_TIMEOUT,RETRY_LATER,TIMEOUT,False,0.0
E00277,3452.19,INSUFFICIENT_FUNDS,RETRY_LATER,SUCCESS,True,3452.19
E00278,2878.96,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,2878.96
E00279,2317.19,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,2317.19
E00280,319.14,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,319.14
E00281,1918.51,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00282,561.16,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00283,4557.79,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00284,3674.5,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,3674.5
E00285,3845.99,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00286,358.45,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,358.45
E00287,941.71,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,941.71
E00288,2440.27,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,2440.27
E00289,1711.87,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,1711.87
E00290,1405.92,UNKNOWN,ESCALATE,SUCCESS,True,1405.92
E00291,876.17,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,876.17
E00292,654.61,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,654.61
E00293,6500.61,INSUFFICIENT_FUNDS,ESCALATE,FAILED,False,0.0
E00294,718.05,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00295,1954.78,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00296,676.88,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00297,694.17,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,694.17
E00298,477.17,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00299,3564.79,UNKNOWN,REMINDER,FAILED,False,0.0
E00300,933.07,CHECKOUT_ABANDONED,REMINDER,FAILED,False,0.0
E00301,3333.96,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,3333.96
E00302,1368.22,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,1368.22
E00303,465.3,NETWORK_ERROR,RETRY_NOW,FAILED,False,0.0
E00304,4384.87,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,4384.87
E00305,1070.95,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,1070.95
E00306,1343.91,UNKNOWN,REMINDER,SUCCESS,True,1343.91
E00307,657.79,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,657.79
E00308,361.78,MANDATE_AUTH_FAILED,PAYMENT_LINK,FAILED,False,0.0
E00309,3012.23,EXPIRED_CARD,PAYMENT_LINK,FAILED,False,0.0
E00310,326.43,CHECKOUT_ABANDONED,REMINDER,SUCCESS,True,326.43
E00311,2206.32,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,2206.32
E00312,400.3,MANDATE_AUTH_FAILED,PAYMENT_LINK,FAILED,False,0.0
E00313,699.26,NETWORK_ERROR,RETRY_NOW,SUCCESS,True,699.26
E00314,1295.48,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,1295.48
E00315,2002.21,CHECKOUT_ABANDONED,ESCALATE,FAILED,False,0.0
E00316,868.52,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00317,3257.07,EXPIRED_CARD,PAYMENT_LINK,SUCCESS,True,3257.07
E00318,3760.59,MANDATE_AUTH_FAILED,PAYMENT_LINK,SUCCESS,True,3760.59
E00319,357.05,INSUFFICIENT_FUNDS,RETRY_LATER,FAILED,False,0.0
E00320,196.73,BANK_TIMEOUT,RETRY_LATER,SUCCESS,True,196.73
E00321,1024.71,BANK_TIMEOUT,RETRY_LATER,FAILED,False,0.0
E00322,5374.37,UNKNOWN,REMINDER,FAILED,False,0.0
